Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2026-02-12 09:30:00-05:00,694.239990234375,694.8200073242188,694.0599975585938,694.2899780273438,1703223,0.0,0.0,0.0
2026-02-12 09:31:00-05:00,694.27001953125,694.594970703125,694.1699829101562,694.219970703125,432666,0.0,0.0,0.0
2026-02-12 09:32:00-05:00,694.22998046875,694.97998046875,694.2100219726562,694.97998046875,320724,0.0,0.0,0.0
2026-02-12 09:33:00-05:00,694.97998046875,695.010009765625,694.531982421875,694.8400268554688,284173,0.0,0.0,0.0
2026-02-12 09:34:00-05:00,694.8300170898438,694.9600219726562,694.6500244140625,694.9500122070312,234515,0.0,0.0,0.0
2026-02-12 09:35:00-05:00,694.9500122070312,695.0800170898438,694.7000122070312,694.7744750976562,318358,0.0,0.0,0.0
2026-02-12 09:36:00-05:00,694.780029296875,694.8599853515625,694.530029296875,694.5700073242188,361326,0.0,0.0,0.0
2026-02-12 09:37:00-05:00,694.5800170898438,694.6630859375,694.3599853515625,694.5599975585938,276249,0.0,0.0,0.0
2026-02-12 09:38:00-05:00,694.5549926757812,694.9400024414062,694.4500122070312,694.5999755859375,245762,0.0,0.0,0.0
2026-02-12 09:39:00-05:00,694.6199951171875,694.8200073242188,694.47998046875,694.7999877929688,159228,0.0,0.0,0.0
2026-02-12 09:40:00-05:00,694.8099975585938,695.22998046875,694.6900024414062,694.9500122070312,319452,0.0,0.0,0.0
2026-02-12 09:41:00-05:00,694.9299926757812,695.3499755859375,694.8900146484375,694.9199829101562,258786,0.0,0.0,0.0
2026-02-12 09:42:00-05:00,694.9199829101562,695.114990234375,694.6599731445312,694.7100219726562,299477,0.0,0.0,0.0
2026-02-12 09:43:00-05:00,694.7100219726562,694.75,694.47998046875,694.5999755859375,179707,0.0,0.0,0.0
2026-02-12 09:44:00-05:00,694.6099853515625,694.614990234375,693.9805908203125,694.0299072265625,378112,0.0,0.0,0.0
2026-02-12 09:45:00-05:00,694.030029296875,694.3499755859375,693.5999755859375,693.6099853515625,289288,0.0,0.0,0.0
2026-02-12 09:46:00-05:00,693.6099853515625,694.0399780273438,693.3800048828125,693.8599853515625,381807,0.0,0.0,0.0
2026-02-12 09:47:00-05:00,693.8770141601562,694.239990234375,693.6699829101562,693.7103271484375,297380,0.0,0.0,0.0
2026-02-12 09:48:00-05:00,693.7000122070312,693.8300170898438,693.3599853515625,693.6400146484375,287903,0.0,0.0,0.0
2026-02-12 09:49:00-05:00,693.6500244140625,693.89501953125,693.1099853515625,693.3201293945312,323489,0.0,0.0,0.0
2026-02-12 09:50:00-05:00,693.3200073242188,693.72998046875,693.0599975585938,693.614990234375,413718,0.0,0.0,0.0
2026-02-12 09:51:00-05:00,693.5900268554688,693.9299926757812,693.3400268554688,693.4000244140625,233060,0.0,0.0,0.0
2026-02-12 09:52:00-05:00,693.4199829101562,693.5800170898438,693.2550048828125,693.3599853515625,203894,0.0,0.0,0.0
2026-02-12 09:53:00-05:00,693.3599853515625,693.989990234375,693.3599853515625,693.5599975585938,257222,0.0,0.0,0.0
2026-02-12 09:54:00-05:00,693.5599975585938,693.9400024414062,693.5499877929688,693.739990234375,189496,0.0,0.0,0.0
2026-02-12 09:55:00-05:00,693.72998046875,693.739990234375,693.3499755859375,693.4199829101562,186105,0.0,0.0,0.0
2026-02-12 09:56:00-05:00,693.4199829101562,693.4600219726562,692.9199829101562,692.9500122070312,297473,0.0,0.0,0.0
2026-02-12 09:57:00-05:00,692.9500122070312,693.02001953125,692.6900024414062,692.8699951171875,372040,0.0,0.0,0.0
2026-02-12 09:58:00-05:00,692.8699951171875,692.8699951171875,692.5250244140625,692.530029296875,318672,0.0,0.0,0.0
2026-02-12 09:59:00-05:00,692.52001953125,692.8300170898438,692.3200073242188,692.8300170898438,385675,0.0,0.0,0.0
2026-02-12 10:00:00-05:00,692.8300170898438,692.8400268554688,692.3499755859375,692.5130004882812,294956,0.0,0.0,0.0
2026-02-12 10:01:00-05:00,692.510009765625,693.3499755859375,692.3900146484375,693.3049926757812,293386,0.0,0.0,0.0
2026-02-12 10:02:00-05:00,693.2999877929688,693.6300048828125,693.239990234375,693.3499755859375,251619,0.0,0.0,0.0
2026-02-12 10:03:00-05:00,693.3499755859375,693.47998046875,693.2000122070312,693.219970703125,150506,0.0,0.0,0.0
2026-02-12 10:04:00-05:00,693.2150268554688,693.260009765625,692.6300048828125,692.6599731445312,212484,0.0,0.0,0.0
2026-02-12 10:05:00-05:00,692.6500244140625,692.9000244140625,692.6500244140625,692.77001953125,170171,0.0,0.0,0.0
2026-02-12 10:06:00-05:00,692.760009765625,693.25,692.7105712890625,693.0399780273438,166004,0.0,0.0,0.0
2026-02-12 10:07:00-05:00,693.0349731445312,693.1500244140625,692.7802734375,692.7999877929688,168116,0.0,0.0,0.0
2026-02-12 10:08:00-05:00,692.7999877929688,692.8300170898438,692.1900024414062,692.219970703125,287312,0.0,0.0,0.0
2026-02-12 10:09:00-05:00,692.219970703125,692.4600219726562,692.1599731445312,692.4199829101562,172535,0.0,0.0,0.0
2026-02-12 10:10:00-05:00,692.4249877929688,692.72998046875,692.3250122070312,692.7150268554688,185794,0.0,0.0,0.0
2026-02-12 10:11:00-05:00,692.719970703125,692.77001953125,692.2949829101562,692.2999877929688,168517,0.0,0.0,0.0
2026-02-12 10:12:00-05:00,692.3200073242188,692.9500732421875,692.22998046875,692.7050170898438,203057,0.0,0.0,0.0
