contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,type,expiration
SPY260220C00480000,2026-02-06 20:17:54+00:00,480.0,210.23,203.11,206.25,0.0,0.0,2.0,26,1.3972198107910154,True,REGULAR,USD,call,2026-02-20
SPY260220C00485000,2026-02-12 15:18:40+00:00,485.0,208.5,198.07,201.46,3.2700043,1.5933365,1.0,8,1.371341033935547,True,REGULAR,USD,call,2026-02-20
SPY260220C00490000,2026-01-27 15:38:38+00:00,490.0,207.05,193.57,196.29,0.0,0.0,1.0,34,1.3527864392089843,True,REGULAR,USD,call,2026-02-20
SPY260220C00495000,2026-02-11 20:56:39+00:00,495.0,198.08,188.09,191.6,0.0,0.0,1.0,50,1.3107944616699214,True,REGULAR,USD,call,2026-02-20
SPY260220C00500000,2026-02-12 18:22:04+00:00,500.0,183.52,183.08,186.3,-9.800003,-5.0693164,25.0,95,1.2628210687255859,True,REGULAR,USD,call,2026-02-20
SPY260220C00505000,2026-02-09 20:50:05+00:00,505.0,189.11,178.63,181.3,0.0,0.0,3.0,9,1.2541541198730468,True,REGULAR,USD,call,2026-02-20
SPY260220C00510000,2026-02-10 15:40:56+00:00,510.0,186.47,173.63,176.35,0.0,0.0,2.0,18,1.2227822064208984,True,REGULAR,USD,call,2026-02-20
SPY260220C00515000,2026-02-10 15:39:31+00:00,515.0,181.38,168.57,171.37,0.0,0.0,2.0,21,1.1877482019042969,True,REGULAR,USD,call,2026-02-20
SPY260220C00520000,2026-02-09 20:49:29+00:00,520.0,175.38,163.11,166.57,0.0,0.0,1.0,29,1.1438031091308591,True,REGULAR,USD,call,2026-02-20
SPY260220C00525000,2026-02-12 20:02:54+00:00,525.0,160.7,158.06,161.52,-0.7700043,-0.4768714,5.0,10,1.1070601287841797,True,REGULAR,USD,call,2026-02-20
SPY260220C00530000,2026-02-06 20:08:03+00:00,530.0,160.54,153.12,156.52,0.0,0.0,2.0,29,1.0771530517578127,True,REGULAR,USD,call,2026-02-20
SPY260220C00535000,2026-02-06 15:06:34+00:00,535.0,150.03,148.68,151.38,0.0,0.0,2.0,14,1.0611619207763672,True,REGULAR,USD,call,2026-02-20
SPY260220C00540000,2026-02-12 19:35:18+00:00,540.0,145.46,143.08,146.54,0.76000977,0.52523136,1.0,36,1.0119678308105469,True,REGULAR,USD,call,2026-02-20
SPY260220C00545000,2026-01-30 20:59:19+00:00,545.0,148.14,138.14,141.56,0.0,0.0,1.0,9,0.9831544653320312,True,REGULAR,USD,call,2026-02-20
SPY260220C00550000,2026-02-12 18:01:45+00:00,550.0,133.74,133.16,136.57,-10.5,-7.279534,7.0,75,0.9523930541992187,True,REGULAR,USD,call,2026-02-20
SPY260220C00555000,2026-02-12 14:32:43+00:00,555.0,138.0,128.63,131.38,0.5,0.36363637,6.0,23,0.930664755859375,True,REGULAR,USD,call,2026-02-20
SPY260220C00560000,2026-02-12 20:17:35+00:00,560.0,125.12,123.59,126.41,-5.3799973,-4.1226034,11.0,67,0.8984385156249999,True,REGULAR,USD,call,2026-02-20
SPY260220C00565000,2026-02-12 18:28:37+00:00,565.0,118.39,119.77,119.94,-6.8899994,-5.4996805,6.0,358,0.8569350244140624,True,REGULAR,USD,call,2026-02-20
SPY260220C00570000,2026-02-12 18:47:49+00:00,570.0,115.42,113.22,116.73,-9.230003,-7.404736,23.0,93,0.8334977587890623,True,REGULAR,USD,call,2026-02-20
SPY260220C00575000,2026-02-12 19:30:26+00:00,575.0,109.98,109.92,110.07,-11.379997,-9.377058,4.0,134,0.8033466931152342,True,REGULAR,USD,call,2026-02-20
SPY260220C00580000,2026-02-12 18:23:02+00:00,580.0,104.11,104.78,104.95,-9.489998,-8.353871,13.0,166,0.7637963073730469,True,REGULAR,USD,call,2026-02-20
SPY260220C00585000,2026-02-12 18:21:46+00:00,585.0,98.82,98.17,101.31,-12.059998,-10.876621,21.0,82,0.7248562670898437,True,REGULAR,USD,call,2026-02-20
SPY260220C00590000,2026-02-12 18:03:38+00:00,590.0,93.78,94.88,95.04,-10.82,-10.344169,50.0,228,0.7070341796875,True,REGULAR,USD,call,2026-02-20
SPY260220C00593000,2026-02-11 17:02:21+00:00,593.0,99.27,90.2,93.66,0.0,0.0,7.0,7,0.686648641357422,True,REGULAR,USD,call,2026-02-20
SPY260220C00595000,2026-02-12 17:46:14+00:00,595.0,91.0,89.82,89.99,-6.75,-6.9053707,4.0,286,0.6726717303466798,True,REGULAR,USD,call,2026-02-20
SPY260220C00600000,2026-02-12 19:44:53+00:00,600.0,85.77,85.13,85.3,-7.3199997,-7.8633585,79.0,1314,0.6584506811523438,True,REGULAR,USD,call,2026-02-20
SPY260220C00605000,2026-02-12 18:58:32+00:00,605.0,80.13,80.02,80.19,-7.170006,-8.213065,6.0,334,0.6209754699707033,True,REGULAR,USD,call,2026-02-20
SPY260220C00610000,2026-02-12 19:46:35+00:00,610.0,76.16,74.9,75.07,-5.659996,-6.9176197,46.0,459,0.5832561206054687,True,REGULAR,USD,call,2026-02-20
SPY260220C00615000,2026-02-12 17:28:14+00:00,615.0,71.02,70.07,70.24,-6.8700027,-8.820134,50.0,187,0.5601850622558593,True,REGULAR,USD,call,2026-02-20
SPY260220C00620000,2026-02-12 16:02:21+00:00,620.0,65.39,64.96,65.13,-7.5200043,-10.314091,9.0,683,0.5230760583496092,True,REGULAR,USD,call,2026-02-20
SPY260220C00623000,2026-02-06 14:53:51+00:00,623.0,64.45,60.62,63.87,0.0,0.0,1.0,1,0.5133105310058592,True,REGULAR,USD,call,2026-02-20
SPY260220C00625000,2026-02-12 19:46:35+00:00,625.0,61.27,59.99,60.16,-9.1799965,-13.030514,47.0,640,0.49658706542968756,True,REGULAR,USD,call,2026-02-20
SPY260220C00627000,2026-02-06 15:09:34+00:00,627.0,58.7,56.98,59.7,0.0,0.0,1.0,1,0.547978153076172,True,REGULAR,USD,call,2026-02-20
SPY260220C00630000,2026-02-12 19:58:26+00:00,630.0,55.79,55.04,55.18,-7.75,-12.1970415,18.0,1580,0.46521530883789064,True,REGULAR,USD,call,2026-02-20
SPY260220C00631000,2026-01-30 15:53:57+00:00,631.0,63.72,52.41,55.88,0.0,0.0,10.0,11,0.5271043383789062,True,REGULAR,USD,call,2026-02-20
SPY260220C00632000,2026-01-30 15:48:36+00:00,632.0,63.97,51.87,55.02,0.0,0.0,1.0,2,0.5252733020019531,True,REGULAR,USD,call,2026-02-20
SPY260220C00633000,2026-02-05 14:33:22+00:00,633.0,51.9,50.56,53.7,1.670002,3.3247104,4.0,7,0.5063525927734375,True,REGULAR,USD,call,2026-02-20
SPY260220C00635000,2026-02-12 18:00:14+00:00,635.0,48.83,50.11,50.28,-10.089996,-17.12491,5.0,513,0.4368952795410156,True,REGULAR,USD,call,2026-02-20
SPY260220C00636000,2026-02-05 15:54:49+00:00,636.0,44.35,47.48,51.08,0.0,0.0,3.0,8,0.4991505163574219,True,REGULAR,USD,call,2026-02-20
SPY260220C00637000,2026-02-02 20:18:55+00:00,637.0,61.0,47.03,49.82,0.0,0.0,2.0,4,0.4826711889648438,True,REGULAR,USD,call,2026-02-20
SPY260220C00638000,2026-02-05 19:39:18+00:00,638.0,44.21,45.64,48.99,0.0,0.0,3.0,2,0.48163360168457037,True,REGULAR,USD,call,2026-02-20
SPY260220C00639000,2026-02-06 16:00:43+00:00,639.0,48.32,44.75,48.08,0.0,0.0,5.0,5,0.4776663562011719,True,REGULAR,USD,call,2026-02-20
SPY260220C00640000,2026-02-12 19:12:27+00:00,640.0,45.17,45.18,45.35,-8.720001,-16.181112,19.0,536,0.4066221447753906,True,REGULAR,USD,call,2026-02-20
SPY260220C00641000,2026-02-06 20:56:56+00:00,641.0,51.98,43.15,45.86,0.0,0.0,8.0,8,0.4555718505859375,True,REGULAR,USD,call,2026-02-20
SPY260220C00642000,2026-02-12 17:54:31+00:00,642.0,42.93,42.24,44.97,-11.650002,-21.344816,2.0,5,0.45227598510742195,True,REGULAR,USD,call,2026-02-20
SPY260220C00643000,2026-02-09 18:02:47+00:00,643.0,52.85,41.15,43.93,0.0,0.0,4.0,1,0.4436701141357422,True,REGULAR,USD,call,2026-02-20
SPY260220C00644000,2026-02-09 17:06:31+00:00,644.0,52.63,40.13,42.93,0.0,0.0,1.0,3,0.4364070031738281,True,REGULAR,USD,call,2026-02-20
SPY260220C00645000,2026-02-12 18:13:27+00:00,645.0,39.87,40.54,40.71,-9.84,-19.79481,73.0,616,0.38635867553710934,True,REGULAR,USD,call,2026-02-20
SPY260220C00646000,2026-02-04 20:53:08+00:00,646.0,43.99,38.24,41.0,0.0,0.0,1.0,4,0.4242000939941406,True,REGULAR,USD,call,2026-02-20
SPY260220C00647000,2026-02-10 19:13:15+00:00,647.0,47.5,36.77,40.24,0.0,0.0,2.0,28,0.424810439453125,True,REGULAR,USD,call,2026-02-20
SPY260220C00648000,2026-02-04 15:05:03+00:00,648.0,42.43,36.33,39.06,0.0,0.0,4.0,27,0.4115049084472656,True,REGULAR,USD,call,2026-02-20
SPY260220C00649000,2026-02-06 16:00:43+00:00,649.0,38.89,35.4,38.13,0.0,0.0,5.0,92,0.4063780065917969,True,REGULAR,USD,call,2026-02-20
SPY260220C00650000,2026-02-12 20:14:13+00:00,650.0,36.74,34.34,37.34,-6.59,-15.208861,108.0,16010,0.4056455920410156,True,REGULAR,USD,call,2026-02-20
SPY260220C00651000,2026-02-12 16:34:54+00:00,651.0,35.07,34.31,35.0,-5.970001,-14.546786,1.0,24,0.3544986425781249,True,REGULAR,USD,call,2026-02-20
SPY260220C00652000,2026-02-12 16:28:13+00:00,652.0,34.24,33.52,34.13,-4.4799995,-11.570246,1.0,28,0.35169105346679685,True,REGULAR,USD,call,2026-02-20
SPY260220C00653000,2026-02-12 18:28:34+00:00,653.0,31.5,32.82,33.0,-6.869999,-17.90461,1.0,637,0.34015552429199214,True,REGULAR,USD,call,2026-02-20
SPY260220C00654000,2026-02-12 15:54:42+00:00,654.0,35.5,31.86,32.03,-1.5,-4.0540543,14.0,11,0.33386896606445315,True,REGULAR,USD,call,2026-02-20
SPY260220C00655000,2026-02-12 16:28:13+00:00,655.0,31.11,30.85,31.03,-7.7299995,-19.90216,15.0,2241,0.32660585510253903,True,REGULAR,USD,call,2026-02-20
SPY260220C00656000,2026-02-12 18:28:34+00:00,656.0,28.75,30.01,30.18,-8.98,-23.800688,1.0,22,0.324103438720703,True,REGULAR,USD,call,2026-02-20
SPY260220C00657000,2026-02-11 15:21:01+00:00,657.0,34.85,29.08,29.24,0.0,0.0,2.0,72,0.31854929504394525,True,REGULAR,USD,call,2026-02-20
SPY260220C00658000,2026-02-11 16:17:05+00:00,658.0,36.5,28.04,28.21,0.0,0.0,1.0,5,0.31018756225585936,True,REGULAR,USD,call,2026-02-20
SPY260220C00659000,2026-02-05 14:34:45+00:00,659.0,28.25,27.15,27.31,0.87000084,3.177505,2.0,18,0.30573204040527346,True,REGULAR,USD,call,2026-02-20
SPY260220C00660000,2026-02-12 18:57:18+00:00,660.0,27.0,26.26,26.43,-7.0,-20.588236,56.0,3834,0.301764794921875,True,REGULAR,USD,call,2026-02-20
SPY260220C00661000,2026-02-12 18:57:58+00:00,661.0,26.04,25.31,25.49,-10.259998,-28.26446,1.0,42,0.295905478515625,True,REGULAR,USD,call,2026-02-20
SPY260220C00662000,2026-02-12 17:23:08+00:00,662.0,25.34,24.51,24.67,-9.490002,-27.24663,470.0,191,0.29340306213378897,True,REGULAR,USD,call,2026-02-20
SPY260220C00663000,2026-02-12 20:09:02+00:00,663.0,24.19,23.7,23.94,-7.039999,-22.542423,16.0,40,0.29328099304199207,True,REGULAR,USD,call,2026-02-20
SPY260220C00664000,2026-02-11 19:45:52+00:00,664.0,30.34,22.78,22.93,0.0,0.0,1.0,73,0.2849802947998046,True,REGULAR,USD,call,2026-02-20
SPY260220C00665000,2026-02-12 18:00:03+00:00,665.0,21.19,21.94,22.22,-7.6800003,-26.602009,29.0,2383,0.2849192602539062,True,REGULAR,USD,call,2026-02-20
SPY260220C00666000,2026-02-12 16:24:42+00:00,666.0,22.23,20.94,21.1,-8.870001,-28.520903,1.0,83,0.2733837310791015,True,REGULAR,USD,call,2026-02-20
SPY260220C00667000,2026-02-12 16:30:21+00:00,667.0,20.44,20.06,20.25,-7.0,-25.510204,20.0,24,0.2691723474121094,True,REGULAR,USD,call,2026-02-20
SPY260220C00668000,2026-02-12 18:19:53+00:00,668.0,18.5,19.22,19.39,-7.7700005,-29.577467,61.0,45,0.2644726873779296,True,REGULAR,USD,call,2026-02-20
SPY260220C00669000,2026-02-12 16:19:22+00:00,669.0,19.69,18.36,18.52,-5.709999,-22.48031,1.0,34,0.259345785522461,True,REGULAR,USD,call,2026-02-20
SPY260220C00670000,2026-02-12 20:14:13+00:00,670.0,17.97,17.55,17.72,-6.220001,-25.71311,2684.0,12921,0.25586681640625003,True,REGULAR,USD,call,2026-02-20
SPY260220C00671000,2026-02-12 17:46:13+00:00,671.0,17.7,16.82,16.97,-8.199999,-31.660227,10.0,68,0.25336440002441407,True,REGULAR,USD,call,2026-02-20
SPY260220C00672000,2026-02-12 19:39:59+00:00,672.0,16.68,15.92,16.09,-6.1800003,-27.03412,12.0,129,0.24735249725341796,True,REGULAR,USD,call,2026-02-20
SPY260220C00673000,2026-02-12 19:56:50+00:00,673.0,15.98,15.12,15.29,-5.720001,-26.359451,10.0,79,0.24311059631347653,True,REGULAR,USD,call,2026-02-20
SPY260220C00674000,2026-02-12 19:35:59+00:00,674.0,15.1,14.38,14.51,-5.33,-26.089085,22.0,120,0.2391433508300781,True,REGULAR,USD,call,2026-02-20
SPY260220C00675000,2026-02-12 19:46:27+00:00,675.0,14.46,13.76,13.92,-5.4900007,-27.518799,530.0,7895,0.2395095581054687,True,REGULAR,USD,call,2026-02-20
SPY260220C00676000,2026-02-12 19:49:58+00:00,676.0,13.82,12.82,12.96,-5.08,-26.878307,26.0,516,0.23056799713134768,True,REGULAR,USD,call,2026-02-20
SPY260220C00677000,2026-02-12 19:42:51+00:00,677.0,12.9,12.14,12.23,-6.1000004,-32.105267,69.0,1349,0.2269364416503906,True,REGULAR,USD,call,2026-02-20
SPY260220C00678000,2026-02-12 19:51:04+00:00,678.0,11.8,11.39,11.52,-5.2,-30.588236,926.0,3089,0.22342695526123046,True,REGULAR,USD,call,2026-02-20
SPY260220C00679000,2026-02-12 20:04:58+00:00,679.0,11.28,10.75,10.84,-5.29,-31.925167,178.0,1792,0.22028367614746092,True,REGULAR,USD,call,2026-02-20
SPY260220C00680000,2026-02-12 20:12:05+00:00,680.0,10.25,9.99,10.12,-5.16,-33.48475,1563.0,14586,0.2158586715698242,True,REGULAR,USD,call,2026-02-20
SPY260220C00681000,2026-02-12 20:06:53+00:00,681.0,9.9,9.25,9.38,-4.67,-32.052162,755.0,1421,0.21057918334960937,True,REGULAR,USD,call,2026-02-20
SPY260220C00682000,2026-02-12 20:17:40+00:00,682.0,8.65,8.68,8.78,-5.3500004,-38.21429,1425.0,2060,0.20819883605957026,False,REGULAR,USD,call,2026-02-20
SPY260220C00683000,2026-02-12 20:11:47+00:00,683.0,8.11,7.96,8.01,-4.9700003,-37.996944,3148.0,2114,0.20142400146484374,False,REGULAR,USD,call,2026-02-20
SPY260220C00684000,2026-02-12 20:18:17+00:00,684.0,7.41,7.37,7.4,-5.12,-40.86193,4721.0,1932,0.1979450323486328,False,REGULAR,USD,call,2026-02-20
SPY260220C00685000,2026-02-12 20:18:55+00:00,685.0,6.68,6.73,6.76,-4.86,-42.114384,17717.0,9368,0.19327588958740233,False,REGULAR,USD,call,2026-02-20
SPY260220C00686000,2026-02-12 20:15:04+00:00,686.0,6.31,6.08,6.11,-4.4600005,-41.41133,6294.0,3581,0.1878743322753906,False,REGULAR,USD,call,2026-02-20
SPY260220C00687000,2026-02-12 20:18:27+00:00,687.0,5.59,5.49,5.51,-4.3499994,-43.76257,5904.0,3647,0.18305260314941402,False,REGULAR,USD,call,2026-02-20
SPY260220C00688000,2026-02-12 20:18:52+00:00,688.0,4.98,5.0,5.02,-4.27,-46.162163,8027.0,4139,0.1803670831298828,False,REGULAR,USD,call,2026-02-20
SPY260220C00689000,2026-02-12 20:15:43+00:00,689.0,4.57,4.47,4.5,-3.9900002,-46.612152,5644.0,4529,0.17633880310058597,False,REGULAR,USD,call,2026-02-20
SPY260220C00690000,2026-02-12 20:17:47+00:00,690.0,3.96,3.98,4.0,-3.79,-48.903225,16518.0,15311,0.17218845397949223,False,REGULAR,USD,call,2026-02-20
SPY260220C00691000,2026-02-12 20:18:48+00:00,691.0,3.5,3.5,3.52,-3.63,-50.91164,4346.0,3675,0.16779396667480473,False,REGULAR,USD,call,2026-02-20
SPY260220C00692000,2026-02-12 20:16:22+00:00,692.0,3.1,3.02,3.05,-3.35,-51.937984,9650.0,4980,0.16291120300292972,False,REGULAR,USD,call,2026-02-20
SPY260220C00693000,2026-02-12 20:18:15+00:00,693.0,2.67,2.64,2.66,-3.1100001,-53.806225,6184.0,5952,0.1593711993408203,False,REGULAR,USD,call,2026-02-20
SPY260220C00694000,2026-02-12 20:18:15+00:00,694.0,2.29,2.23,2.25,-2.9499998,-56.297707,7451.0,5323,0.15436636657714847,False,REGULAR,USD,call,2026-02-20
SPY260220C00695000,2026-02-12 20:18:54+00:00,695.0,1.89,1.88,1.89,-2.7000003,-58.823536,18261.0,23952,0.14984981018066407,False,REGULAR,USD,call,2026-02-20
SPY260220C00696000,2026-02-12 20:18:15+00:00,696.0,1.61,1.59,1.6,-2.4,-59.850376,7462.0,8447,0.14661497924804687,False,REGULAR,USD,call,2026-02-20
SPY260220C00697000,2026-02-12 20:18:09+00:00,697.0,1.31,1.3,1.31,-2.24,-63.09859,6449.0,9525,0.14222049194335937,False,REGULAR,USD,call,2026-02-20
SPY260220C00698000,2026-02-12 20:13:09+00:00,698.0,1.07,1.06,1.07,-1.9899999,-65.03268,5597.0,6690,0.13861945373535156,False,REGULAR,USD,call,2026-02-20
SPY260220C00699000,2026-02-12 20:13:09+00:00,699.0,0.85,0.85,0.86,-1.7900001,-67.80303,3104.0,4428,0.13501841552734378,False,REGULAR,USD,call,2026-02-20
SPY260220C00700000,2026-02-12 20:18:07+00:00,700.0,0.66,0.65,0.67,-1.49,-69.30232,17809.0,28719,0.13099013549804686,False,REGULAR,USD,call,2026-02-20
SPY260220C00701000,2026-02-12 20:14:20+00:00,701.0,0.54,0.51,0.52,-1.3199999,-70.96774,3564.0,4886,0.12757220092773439,False,REGULAR,USD,call,2026-02-20
SPY260220C00702000,2026-02-12 20:16:17+00:00,702.0,0.39,0.38,0.4,-1.07,-73.287674,3037.0,5572,0.1245204736328125,False,REGULAR,USD,call,2026-02-20
SPY260220C00703000,2026-02-12 20:17:35+00:00,703.0,0.29,0.28,0.3,-0.85,-74.5614,3427.0,7066,0.12134667724609374,False,REGULAR,USD,call,2026-02-20
SPY260220C00704000,2026-02-12 20:13:11+00:00,704.0,0.22,0.21,0.22,-0.71000004,-76.34408,2752.0,8787,0.11829494995117187,False,REGULAR,USD,call,2026-02-20
SPY260220C00705000,2026-02-12 20:18:03+00:00,705.0,0.15,0.15,0.16,-0.55999994,-77.77778,6793.0,18918,0.11548736083984376,False,REGULAR,USD,call,2026-02-20
SPY260220C00706000,2026-02-12 20:11:35+00:00,706.0,0.12,0.11,0.12,-0.43,-78.181816,1954.0,3652,0.11402253173828125,False,REGULAR,USD,call,2026-02-20
SPY260220C00707000,2026-02-12 20:14:21+00:00,707.0,0.08,0.08,0.09,-0.33999997,-79.06976,1990.0,8891,0.1128018408203125,False,REGULAR,USD,call,2026-02-20
SPY260220C00708000,2026-02-12 20:11:38+00:00,708.0,0.06,0.06,0.07,-0.24000001,-77.41936,2066.0,6390,0.11231356445312499,False,REGULAR,USD,call,2026-02-20
SPY260220C00709000,2026-02-12 20:00:22+00:00,709.0,0.05,0.05,0.06,-0.19,-79.16667,2312.0,4301,0.1132901171875,False,REGULAR,USD,call,2026-02-20
SPY260220C00710000,2026-02-12 20:18:08+00:00,710.0,0.04,0.03,0.04,-0.14000002,-77.77779,23843.0,45737,0.11036045898437499,False,REGULAR,USD,call,2026-02-20
SPY260220C00711000,2026-02-12 19:58:43+00:00,711.0,0.04,0.03,0.04,-0.089999996,-69.230774,905.0,3480,0.11426666992187501,False,REGULAR,USD,call,2026-02-20
SPY260220C00712000,2026-02-12 20:09:17+00:00,712.0,0.03,0.02,0.03,-0.07,-70.0,325.0,4248,0.1132901171875,False,REGULAR,USD,call,2026-02-20
SPY260220C00713000,2026-02-12 20:02:01+00:00,713.0,0.02,0.02,0.03,-0.05,-71.42857,290.0,5700,0.116219775390625,False,REGULAR,USD,call,2026-02-20
SPY260220C00714000,2026-02-12 20:11:23+00:00,714.0,0.02,0.01,0.02,-0.05,-71.42857,82.0,3637,0.11426666992187501,False,REGULAR,USD,call,2026-02-20
SPY260220C00715000,2026-02-12 20:15:44+00:00,715.0,0.01,0.01,0.02,-0.060000002,-85.71429,720.0,27898,0.117196328125,False,REGULAR,USD,call,2026-02-20
SPY260220C00716000,2026-02-12 20:01:59+00:00,716.0,0.02,0.01,0.02,-0.01,-33.333336,91.0,4165,0.1211025390625,False,REGULAR,USD,call,2026-02-20
SPY260220C00717000,2026-02-12 19:59:13+00:00,717.0,0.01,0.01,0.02,-0.03,-75.0,225.0,3257,0.12305564453125001,False,REGULAR,USD,call,2026-02-20
SPY260220C00718000,2026-02-12 19:13:47+00:00,718.0,0.02,0.01,0.02,-0.01,-33.333336,43.0,3370,0.12696185546875,False,REGULAR,USD,call,2026-02-20
SPY260220C00719000,2026-02-12 19:43:23+00:00,719.0,0.01,0.01,0.02,-0.02,-66.66667,93.0,2171,0.1289149609375,False,REGULAR,USD,call,2026-02-20
SPY260220C00720000,2026-02-12 20:09:15+00:00,720.0,0.02,0.01,0.02,0.0,0.0,351.0,15988,0.132821171875,False,REGULAR,USD,call,2026-02-20
SPY260220C00721000,2026-02-12 17:06:58+00:00,721.0,0.02,0.01,0.02,0.0,0.0,24.0,825,0.13575083007812502,False,REGULAR,USD,call,2026-02-20
SPY260220C00722000,2026-02-12 18:59:42+00:00,722.0,0.02,0.01,0.02,0.0,0.0,2.0,977,0.13868048828125001,False,REGULAR,USD,call,2026-02-20
SPY260220C00723000,2026-02-12 18:33:47+00:00,723.0,0.02,0.01,0.02,0.0,0.0,99.0,1290,0.141610146484375,False,REGULAR,USD,call,2026-02-20
SPY260220C00724000,2026-02-12 18:33:00+00:00,724.0,0.02,0.01,0.02,0.0,0.0,289.0,1398,0.1445398046875,False,REGULAR,USD,call,2026-02-20
SPY260220C00725000,2026-02-12 20:14:15+00:00,725.0,0.02,0.01,0.02,0.01,100.0,928.0,25642,0.147469462890625,False,REGULAR,USD,call,2026-02-20
SPY260220C00726000,2026-02-11 15:28:56+00:00,726.0,0.03,0.01,0.02,0.0,0.0,11.0,423,0.15039912109375003,False,REGULAR,USD,call,2026-02-20
SPY260220C00727000,2026-02-11 21:09:28+00:00,727.0,0.02,0.01,0.02,0.0,0.0,3.0,88,0.15332877929687502,False,REGULAR,USD,call,2026-02-20
SPY260220C00728000,2026-02-11 20:22:07+00:00,728.0,0.02,0.01,0.02,0.0,0.0,79.0,235,0.1562584375,False,REGULAR,USD,call,2026-02-20
SPY260220C00729000,2026-02-11 15:57:02+00:00,729.0,0.03,0.01,0.02,0.0,0.0,10.0,93,0.159188095703125,False,REGULAR,USD,call,2026-02-20
SPY260220C00730000,2026-02-12 20:00:03+00:00,730.0,0.02,0.01,0.02,0.01,100.0,155.0,8890,0.16211775390625,False,REGULAR,USD,call,2026-02-20
SPY260220C00735000,2026-02-12 20:15:55+00:00,735.0,0.01,0.01,0.02,0.0,0.0,41.0,9213,0.1757894921875,False,REGULAR,USD,call,2026-02-20
SPY260220C00740000,2026-02-12 20:00:03+00:00,740.0,0.01,0.01,0.02,0.0,0.0,151.0,11272,0.1914143359375,False,REGULAR,USD,call,2026-02-20
